FIRE_NAME,FIRE_YEAR,SOURCE_REPORTING_UNIT_NAME,STAT_CAUSE_DESCR,FIRE_SIZE,LATITUDE,LONGITUDE,STATE
CUYAMA,1996,"Bakersfield District","Debris Burning",1590.0,34.8833,-119.6676,CA
GOOSE,1996,"Bakersfield District",Arson,1800.0,35.7,-119.6676,CA
COLVIL/COW,1996,"Bakersfield District",Lightning,1600.0,38.5699,-119.5127,CA
"WALKER CPX",1996,"Bakersfield District",Lightning,1300.0,38.5832,-119.5177,CA
GILBRETH,1996,"Bakersfield District",Arson,3500.0,35.6833,-119.5843,CA
WARTHAN,1996,"Bakersfield District",Miscellaneous,1200.0,36.0833,-120.4677,CA
"AIRPORT 2",1996,"Bakersfield District",Arson,1100.0,35.3333,-119.501,CA
BEAR,1996,"Bakersfield District",Lightning,2700.0,38.0999,-120.5677,CA
"BASE LINE",1996,"Bakersfield District",Lightning,4000.0,37.8999,-120.551,CA
RIMROCK,1996,"Bakersfield District",Lightning,2300.0,38.2832,-120.401,CA
KEYSTONE,1996,"Bakersfield District",Lightning,5600.0,37.8499,-120.501,CA
ROGGE,1996,"Bakersfield District",Lightning,22080.0,37.8999,-120.1344,CA
KAWEAH,1996,"Bakersfield District","Equipment Use",4479.0,36.4499,-118.9843,CA
POND,1996,"Bakersfield District",Arson,1000.0,35.7166,-119.5343,CA
BANOS,1996,"Bakersfield District",Lightning,4380.0,36.7999,-120.8844,CA
WESTFIELD,1996,"Bakersfield District",Arson,1225.0,35.0333,-119.3676,CA
"COTTONWD 2",1997,"Bakersfield District","Equipment Use",3500.0,35.3833,-118.7843,CA
LOKERN,1997,"Bakersfield District",Powerline,47000.0,35.3944,-119.6232,CA
"MIDWAY CPX",1997,"Bakersfield District",Arson,7485.0,35.2166,-119.4843,CA
TOWER,1997,"Bakersfield District",Arson,1096.0,35.6833,-118.4009,CA
HOPPER,1997,"Bakersfield District",Arson,24800.0,34.4667,-118.8509,CA
POSO,1997,"Bakersfield District",Powerline,2500.0,35.525,-118.9787,CA
CHOCKTAW,1997,"Bakersfield District",Arson,10416.0,35.4,-118.9009,CA
AMERICAN,1997,"Bakersfield District",Powerline,1944.0,35.1833,-119.901,CA
WILLIAMS,1997,"Bakersfield District","Equipment Use",5745.0,39.3999,-121.2011,CA
BRECK,1998,"Bakersfield District",Arson,7000.0,35.273,-118.8265,CA
YANKEE,1998,"Bakersfield District",Powerline,1137.0,35.6447,-118.4354,CA
PIRU,1998,"Bakersfield District","Equipment Use",12613.0,38.1666,-120.0177,CA
PANOCHE,1999,"Bakersfield District",Powerline,1187.0,36.61237,-119.25773,CA
MESA,1992,"California Desert District","Equipment Use",4200.0,33.95,-115.2008,CA
RAINBOW,1992,"California Desert District",Arson,2880.0,33.4334,-117.1342,CA
WILDWASH,1993,"California Desert District",Miscellaneous,1100.0,34.7,-117.2675,CA
"STODDARD 4",1993,"California Desert District",Fireworks,2400.0,34.7,-117.1175,CA
"OPAL 2",1993,"California Desert District",Lightning,8360.0,35.2,-117.1675,CA
CALIFORNIA,1993,"California Desert District",Powerline,24387.0,33.6834,-117.0175,CA
"OLD COACH",1993,"California Desert District",Campfire,2160.0,33.0667,-117.0009,CA
BROWN,1994,"California Desert District",Miscellaneous,1012.0,35.7999,-117.9676,CA
GILLMAN,1994,"California Desert District",Miscellaneous,2047.0,33.8167,-116.9009,CA
"FORT PIUTE",1994,"California Desert District",Lightning,9497.0,34.5333,-115.2008,CA
GILMAN,1994,"California Desert District",Arson,2990.0,33.9167,-117.1009,CA
"OPAL 2",1994,"California Desert District",Lightning,2036.0,35.1333,-117.1342,CA
OYAY,1994,"California Desert District",Children,1648.0,32.5834,-116.9175,CA
EXCELSIOR,1995,"California Desert District",Miscellaneous,1300.0,33.9333,-116.7175,CA
DAWSON,1995,"California Desert District",Children,4591.0,33.75,-117.4175,CA
"HWY 62 #2",1995,"California Desert District",Miscellaneous,1335.0,33.65,-115.5175,CA
FORESTGATE,1995,"California Desert District",Miscellaneous,1650.0,32.9667,-115.9842,CA
LOPEZ,1995,"California Desert District",Lightning,1985.0,34.9833,-118.4865,CA
SYCAMORE,1995,"California Desert District",Smoking,9410.0,32.6167,-116.7842,CA
"OTAY 28",1996,"California Desert District",Campfire,1402.0,32.5848,-116.8347,CA
"OTAY 121",1996,"California Desert District",Campfire,1220.0,32.5848,-116.8347,CA
BARSTOW,1996,"California Desert District",Campfire,1250.0,34.5833,-117.0342,CA
PHILADELPH,1996,"California Desert District",Campfire,1780.0,32.5848,-116.8347,CA
WHITEOAK,1996,"California Desert District",Miscellaneous,7150.0,34.9777,-118.4526,CA
WOLFSKILL,1996,"California Desert District","Debris Burning",12395.0,33.8692,-116.9011,CA
MARGARITA,1997,"California Desert District",Arson,1141.0,33.4506,-117.2845,CA
"DEL DIOS",1997,"California Desert District",Arson,1230.0,33.1,-117.1342,CA
RABBIT,1997,"California Desert District",Arson,4000.0,33.9333,-117.0342,CA
CHARIOT,1998,"California Desert District","Debris Burning",2103.0,36.7666,-121.5011,CA
"GARLOCK 2",1998,"California Desert District",Miscellaneous,1373.0,35.3722,-117.8112,CA
COUNTRY,1998,"California Desert District",Arson,1243.0,34.2667,-117.5009,CA
JUNIPER,1998,"California Desert District",Lightning,6000.0,33.7833,-117.9342,CA
CAMPO,1999,"California Desert District","Debris Burning",1106.0,32.6167,-116.5008,CA
SHANNON,1999,"California Desert District",Miscellaneous,3600.0,34.5333,-118.2029,CA
SHOCKEY,1999,"California Desert District","Debris Burning",3880.0,32.6164,-116.4361,CA
"BORDER  95",1999,"California Desert District",Campfire,1000.0,32.597311,-116.4279,CA
GLORIA,1999,"California Desert District","Debris Burning",1250.0,32.6001,-116.4342,CA
"LNU MIDDLE",1998,"Northern California District",Arson,6600.0,38.9182,-122.3094,CA
"SHU LOWDEN",1999,"Northern California District","Debris Burning",2000.0,40.6882,-122.8545,CA
PELLOWS,1999,"Northern California District","Equipment Use",1200.0,39.90725,-122.618531,CA
DRY,1999,"Northern California District",Lightning,10000.0,40.29656,-119.87437,NV
RAVE,1999,"Northern California District",Lightning,4820.0,40.7799,-120.06438,CA
INKS,1999,"Northern California District",Lightning,5021.0,40.309011,-122.113769,CA
"BTU DOE 2",1999,"Northern California District",Lightning,10857.0,39.73488,-121.7361,CA
"BTU SOUTH",1999,"Northern California District",Lightning,1572.0,39.53322,-121.41941,CA
WILLOW,1999,"Northern California District",Miscellaneous,7700.0,40.55989,-120.6444,CA
"BTU BLOOM",1999,"Northern California District",Lightning,2590.0,39.64822,-121.47441,CA
"LAKE 2",1999,"Northern California District",Miscellaneous,2928.0,41.63718,-120.42458,CA
"CANYON 4",1999,"Northern California District","Equipment Use",2580.0,40.495539,-122.399281,CA
"LNU RUMSEY",1999,"Northern California District",Miscellaneous,3500.0,38.88779,-122.25396,CA
"LNU SIXTEE",1999,"Northern California District",Arson,40000.0,38.9616,-122.3461,CA
TABLE,1994,"Susanville District",Lightning,1550.0,41.2666,-120.4011,CA
NELSON,1994,"Susanville District","Equipment Use",2570.0,41.2666,-120.5011,CA
"LMU LGT#66",1994,"Susanville District",Lightning,1025.0,40.7666,-120.6344,CA
"LMU BYERS",1996,"Susanville District","Equipment Use",1034.0,40.3332,-120.4844,CA
CORRAL,1996,"Susanville District",Lightning,6000.0,41.2832,-119.801,NV
RALSTON,1994,"Ukiah District",Arson,1000.0,39.7999,-121.5344,CA
GUNTLEY,1995,"Ukiah District",Arson,2540.0,39.2082,-123.0844,CA
SUNBEAM,1993,"Western Slope Center, Craig",Miscellaneous,12410.0,40.5166,-108.284,CO
"BIG GULCH",1993,"Western Slope Center, Craig",Miscellaneous,2400.0,40.8333,-107.9173,CO
"WAPATI PK",1993,"Western Slope Center, Craig",Miscellaneous,9600.0,40.3333,-108.3006,CO
"RED WASH",1993,"Western Slope Center, Craig","Debris Burning",3940.0,40.7166,-108.0173,CO
FLETCHER2,1994,"Western Slope Center, Craig",Lightning,1798.0,40.1333,-108.634,CO
BLUEGRAVEL,1994,"Western Slope Center, Craig",Lightning,1800.0,40.7666,-107.6506,CO
PRONG,1994,"Western Slope Center, Craig",Lightning,1150.0,40.6833,-107.934,CO
FRAMUS,1994,"Western Slope Center, Craig",Lightning,1300.0,40.3333,-108.3673,CO
"SKULL CRK.",1995,"Western Slope Center, Craig","Debris Burning",1069.0,40.3333,-108.6507,CO
"3 SPGS 2",1996,"Western Slope Center, Craig",Lightning,2000.0,40.3002,-108.584,CO
"O'PINION",1996,"Western Slope Center, Craig",Lightning,13775.0,40.3166,-108.3645,CO
WAGONROAD,1999,"Western Slope Center, Craig","Debris Burning",1384.0,39.775,-108.5109,CO
"BUNIGER CN",1994,"Western Slope Center, Grand Junction",Lightning,1600.0,39.4,-108.734,CO
"SO. CANYON",1994,"Western Slope Center, Grand Junction",Lightning,2115.0,39.5666,-107.4173,CO
"TWO ROAD",1994,"Western Slope Center, Grand Junction",Lightning,3625.0,39.2166,-108.9007,CO
HATCHET,1996,"Western Slope Center, Grand Junction",Lightning,5580.0,39.4,-108.6673,CO
SEWEMUP,1997,"Western Slope Center, Grand Junction",Lightning,4600.0,39.4833,-108.9507,CO
"TOMS CYN",1999,"Western Slope Center, Grand Junction",Lightning,2152.0,39.0233,-108.9507,CO
"RABBIT VLY",1999,"Western Slope Center, Grand Junction",Lightning,1770.0,39.1397,-108.984,CO
JONES,1999,"Western Slope Center, Grand Junction",Lightning,1379.0,39.05,-108.984,CO
"BLKRDG CMP",1999,"Western Slope Center, Grand Junction",Lightning,2148.0,39.0233,-108.9507,CO
WAKE,1994,"Western Slope Center, Montrose",Lightning,3848.0,38.85,-107.6839,CO
"SPUD PATCH",1994,"Western Slope Center, Montrose",Lightning,1087.0,37.9333,-108.9673,CO
WRAY,1994,"Western Slope Center, Montrose",Lightning,1631.0,38.3,-109.0007,CO
BRAMIERS,1999,"Western Slope Center, Montrose",Lightning,2607.0,38.1678,-108.4734,CO
DAUTRICH,1992,"Boise District",Miscellaneous,1120.0,43.45746,-116.73448,ID
WGRINDSTON,1992,"Boise District",Miscellaneous,1230.0,42.8832,-115.3842,ID
"SHEEP CK",1992,"Boise District",Miscellaneous,1190.0,44.33875,-116.40364,ID
PRESLEY,1992,"Boise District",Lightning,9507.0,44.29857,-116.78051,ID
COTTONWOOD,1992,"Boise District","Equipment Use",2007.0,43.9832,-116.1843,ID
"BELL RAPID",1992,"Boise District",Lightning,1691.0,42.7999,-115.1842,ID
"INDIAN 2",1992,"Boise District",Lightning,20000.0,43.4499,-115.8843,ID
"WELL FIELD",1992,"Boise District",Lightning,12677.0,42.2999,-115.4342,ID
BANISTER,1992,"Boise District",Miscellaneous,1545.0,44.08621,-116.58167,ID
SPRINGSITE,1992,"Boise District",Lightning,1227.0,44.39133,-117.2052,ID
"RR MP 416",1993,"Boise District",Railroad,2806.0,43.26023,-115.90472,ID
GRAVEL,1994,"Boise District",Miscellaneous,1711.0,43.505,-116.22114,ID
JENNESS,1994,"Boise District",Railroad,1896.0,43.8166,-116.6346,ID
"CRAWFISH S",1994,"Boise District","Equipment Use",2889.0,42.101,-115.2512,ID
"WEST SPR.",1994,"Boise District","Debris Burning",3430.0,42.6832,-116.5343,ID
"DEVILS CR.",1994,"Boise District",Lightning,3308.0,42.10563,-115.13591,ID
"WHITE SIDE",1994,"Boise District",Lightning,1375.0,42.0666,-115.1009,ID
"MUD SPGS.",1994,"Boise District",Powerline,1090.0,43.2666,-115.8509,ID
CROWSNEST,1994,"Boise District","Debris Burning",8045.0,42.52236,-115.20268,ID
"TEXAS BASN",1994,"Boise District","Debris Burning",1195.0,43.2171,-116.9693,ID
"INITIAL PT",1995,"Boise District",Powerline,6237.0,43.40793,-116.38835,ID
"POT HOLE",1995,"Boise District",Lightning,3842.0,42.7332,-115.5176,ID
SAILOR,1995,"Boise District",Lightning,2392.0,42.8357,-115.502,ID
"THREE CK",1995,"Boise District",Miscellaneous,2426.0,42.3016,-115.4842,ID
I84-79.5,1995,"Boise District","Equipment Use",1383.0,43.2841,-115.8854,ID
"TWIN BUTTE",1995,"Boise District",Lightning,30237.0,42.7399,-115.0842,ID
TWINBUTTE2,1995,"Boise District",Lightning,2632.0,42.7199,-115.0676,ID
POINT,1995,"Boise District",Lightning,11622.0,43.38306,-116.42594,ID
TUANA,1995,"Boise District",Lightning,64193.0,42.5282,-115.4642,ID
"S. CLOVER",1995,"Boise District",Lightning,13456.0,42.3532,-115.3876,ID
"INSIDE DES",1995,"Boise District",Lightning,4312.0,42.3099,-115.5626,ID
CASSIAGLCH,1995,"Boise District",Lightning,3140.0,42.8691,-115.1848,ID
BLACKMESA,1995,"Boise District",Lightning,1605.0,42.9002,-115.1695,ID
"BLUE GULCH",1995,"Boise District",Lightning,15234.0,42.4549,-115.0159,ID
MILLERTAB.,1995,"Boise District",Lightning,1583.0,42.6282,-115.7176,ID
"HEIL WELL",1995,"Boise District",Lightning,1660.0,42.2516,-115.0992,ID
"D LINE",1995,"Boise District",Lightning,2221.0,43.8149,-116.981,ID
SIGNALBUT.,1995,"Boise District","Equipment Use",6698.0,42.1766,-115.0659,ID
LOVERIDGE,1996,"Boise District",Lightning,2522.0,42.8457,-115.6904,ID
GRINDSTONE,1996,"Boise District",Lightning,1264.0,42.7466,-115.3092,ID
"JARVIS CK",1996,"Boise District",Miscellaneous,1038.0,42.3341,-115.6517,ID
SINKERBUTT,1996,"Boise District","Equipment Use",9164.0,43.2121,-116.4251,ID
NOTCHBUTTE,1996,"Boise District","Equipment Use",24608.0,42.6513,-115.1853,ID
NORTHSHORE,1996,"Boise District",Campfire,1747.0,43.5504,-116.0134,ID
BROWNSGLCH,1996,"Boise District",Lightning,22374.0,42.8332,-115.6354,ID
BRKWGN,1996,"Boise District",Lightning,2297.0,42.6335,-115.7015,ID
"POISON CK",1996,"Boise District",Lightning,1339.0,42.2666,-115.5184,ID
PADDOCK,1996,"Boise District",Lightning,1953.0,44.1838,-116.5843,ID
TWINBUTTE,1996,"Boise District",Lightning,2806.0,42.72639,-115.14915,ID
HOGFARM,1996,"Boise District","Equipment Use",1735.0,43.05635,-115.78551,ID
MP50/HWY51,1996,"Boise District","Equipment Use",2805.0,42.61471,-115.90883,ID
RRMP415,1996,"Boise District",Railroad,1496.0,43.24854,-115.87507,ID
COYOTEBT.,1996,"Boise District",Lightning,18165.0,43.35783,-116.32459,ID
DORSEY,1996,"Boise District",Lightning,1000.0,42.0799,-115.4842,ID
"YOTE BUTTE",1996,"Boise District",Miscellaneous,5552.0,43.3366,-116.3426,ID
ANTELOPE,1996,"Boise District",Lightning,4000.0,42.2649,-114.8242,ID
OTA,1996,"Boise District",Fireworks,2385.0,43.1346,-116.0187,ID
APPLEVALLE,1996,"Boise District",Miscellaneous,9748.0,43.8349,-116.8357,ID
COTTONWOOD,1996,"Boise District",Lightning,2700.0,43.8513,-116.2093,ID
"INDIAN CK",1996,"Boise District",Lightning,2960.0,44.1354,-116.6065,ID
PROSPECT,1996,"Boise District",Lightning,2552.0,43.836,-116.3649,ID
PETERSON,1996,"Boise District",Lightning,1062.0,43.9024,-116.2148,ID
BASE,1996,"Boise District",Lightning,3100.0,43.1082,-115.8534,ID
"HOT SPRING",1996,"Boise District",Lightning,1226.0,42.7721,-115.7367,ID
CASSIAGLCH,1996,"Boise District",Lightning,1006.0,42.9027,-115.0981,ID
"3 CR. WELL",1996,"Boise District",Miscellaneous,25315.0,42.2982,-115.3592,ID
SWINTRCAMP,1996,"Boise District",Lightning,5834.0,42.5566,-115.5242,ID
COVE,1996,"Boise District",Lightning,1965.0,42.9299,-115.9659,ID
CRANEFALLS,1996,"Boise District",Lightning,4004.0,42.9582,-115.9259,ID
"CANYON CR.",1996,"Boise District",Lightning,23024.0,43.0616,-115.9459,ID
KUNA,1996,"Boise District",Lightning,5756.0,43.4366,-116.4443,ID
ROSEVEAR,1996,"Boise District","Equipment Use",1754.0,42.9299,-115.2709,ID
BENNETTMTN,1996,"Boise District","Debris Burning",1095.0,43.2649,-115.4892,ID
"CANYON CK",1997,"Boise District",Campfire,1108.0,43.25308,-115.6464,ID
INDIANRIDG,1997,"Boise District",Lightning,2400.0,42.6782,-115.0009,ID
BLUEGULCH,1997,"Boise District",Lightning,1823.0,42.4399,-115.0542,ID
AIRBASE,1997,"Boise District",Powerline,1310.0,43.0241,-115.9176,ID
HIGHWAY55,1997,"Boise District","Debris Burning",9207.0,43.75819,-116.28602,ID
ROSWRTHS#1,1998,"Boise District",Arson,1047.0,42.2352,-115.1364,ID
CRANECRCYN,1998,"Boise District",Lightning,2965.0,44.31509,-116.68583,ID
BAD,1998,"Boise District",Lightning,1341.0,42.5538,-115.0901,ID
"THIRD FIRE",1998,"Boise District",Lightning,2607.0,42.62603,-115.20982,ID
"BLACK MESA",1999,"Boise District","Equipment Use",1096.0,42.88511,-115.18604,ID
BUCK,1999,"Boise District",Lightning,2513.0,42.39665,-115.30882,ID
DOE,1999,"Boise District",Lightning,6455.0,42.46043,-115.32137,ID
"MILLER TIM",1999,"Boise District",Lightning,1149.0,42.71817,-115.70772,ID
"DEER CK",1999,"Boise District",Lightning,2684.0,42.87179,-116.75965,ID
"LITTLE BIG",1999,"Boise District",Lightning,4652.0,42.6122,-115.65348,ID
"BROKE WAGO",1999,"Boise District",Lightning,5026.0,42.64555,-115.79506,ID
"THE SCALES",1999,"Boise District",Powerline,1284.0,43.42907,-116.05689,ID
"FRITZ SPUR",1999,"Boise District","Equipment Use",2109.0,42.66612,-115.57565,ID
"MIDBUTTE 1",1999,"Boise District",Lightning,6908.0,42.13564,-115.35396,ID
SHOOFLY,1999,"Boise District",Lightning,7502.0,42.26626,-116.30516,ID
"EAST SLICK",1999,"Boise District",Powerline,35041.0,42.91542,-115.35087,ID
"IMPACT SE",1999,"Boise District","Debris Burning",4802.0,42.70625,-115.55285,ID
"OTA 9",1994,"Birds of Prey Field Office",Lightning,5111.0,43.24833,-116.07285,ID
"OTA 10",1996,"Birds of Prey Field Office",Lightning,1729.4,43.24668,-116.12574,ID
"OTA 18",1996,"Birds of Prey Field Office",Lightning,8199.5,43.21091,-116.14802,ID
"OTA 21",1996,"Birds of Prey Field Office",Lightning,13091.4,43.1861,-116.04665,ID
"OTA 23",1996,"Birds of Prey Field Office",Lightning,1852.8,43.11191,-115.98705,ID
HAWLEY,1992,"Burley Field Office",Lightning,2930.0,42.7832,-113.3842,ID
MEADOWSDIV,1992,"Burley Field Office",Lightning,12265.0,42.1999,-112.7841,ID
COWHOLLOW2,1992,"Burley Field Office",Lightning,7000.0,42.1333,-112.8675,ID
"HEGLAR CYN",1992,"Burley Field Office",Lightning,1920.0,42.4771,-113.1197,ID
"POINT WELL",1994,"Burley Field Office",Campfire,21470.0,42.8166,-113.4342,ID
"HAWLEY 2",1994,"Burley Field Office",Lightning,13940.0,42.7369,-113.4014,ID
ELEVATOR,1994,"Burley Field Office",Lightning,31395.0,42.0427,-112.4369,ID
COTTONWOOD,1996,"Coeur d'Alene Field Office",Lightning,3123.0,45.8832,-116.3176,ID
SAGEHEN,1992,"Idaho Falls District",Lightning,39562.0,43.0666,-112.1175,ID
CHANPAGNE,1992,"Idaho Falls District",Miscellaneous,2272.0,43.5999,-113.5842,ID
"PILLAR BT",1992,"Idaho Falls District",Miscellaneous,5415.0,42.9499,-113.1842,ID
"MOSBY BT",1992,"Idaho Falls District",Lightning,7080.0,43.0499,-113.1842,ID
"CINDER PIT",1994,"Idaho Falls District","Debris Burning",1668.2,44.0138,-111.8797,ID
"KETTLE BTE",1994,"Idaho Falls District",Powerline,2484.0,43.6274,-112.4069,ID
"BUTTE CITY",1994,"Idaho Falls District","Equipment Use",21433.0,43.603,-113.15,ID
BUCKSKIN,1994,"Idaho Falls District","Debris Burning",5946.0,43.0407,-112.2925,ID
MERKLEY,1994,"Idaho Falls District",Arson,2190.0,42.1666,-111.2674,ID
"TWO MILE",1995,"Idaho Falls District","Equipment Use",1132.0,42.9449,-112.4044,ID
STARLIGHT,1995,"Idaho Falls District",Lightning,1500.0,42.678,-112.628,ID
SPRNGFLD#2,1995,"Idaho Falls District",Powerline,1280.0,43.1416,-112.7289,ID
CROSSROAD,1995,"Idaho Falls District",Lightning,4291.0,43.3616,-113.1942,ID
GRANDVIEW2,1995,"Idaho Falls District","Equipment Use",1920.0,43.1332,-112.8008,ID
BLACKFOOT,1995,"Idaho Falls District",Miscellaneous,3980.0,43.3455,-112.5275,ID
HIDEAWAY,1995,"Idaho Falls District",Powerline,1100.0,42.171,-112.4225,ID
CHESTERFLD,1995,"Idaho Falls District",Miscellaneous,1420.0,42.928,-111.9841,ID
"MEADOW CR",1996,"Idaho Falls District","Debris Burning",1911.0,43.4999,-111.7008,ID
FLATHEAD,1996,"Idaho Falls District",Powerline,1200.0,43.6499,-112.3675,ID
ROSSFORK,1996,"Idaho Falls District",Children,2000.0,43.0344,-112.2572,ID
INEL#5,1996,"Idaho Falls District",Lightning,12107.0,43.4707,-112.6897,ID
SHRIVES2,1996,"Idaho Falls District","Equipment Use",1360.0,42.4635,-112.263,ID
MABEY,1996,"Idaho Falls District",Lightning,3124.0,42.7699,-111.8158,ID
"COX'S WELL",1996,"Idaho Falls District",Lightning,206202.6,43.2171,-113.2342,ID
"WELL #2",1996,"Idaho Falls District","Equipment Use",2224.0,43.2263,-112.7361,ID
MULEBUTTE1,1996,"Idaho Falls District",Lightning,4000.0,43.101,-113.3131,ID
MULEBUTTE2,1996,"Idaho Falls District",Lightning,5600.0,43.0574,-113.2933,ID
"MINE CYN",1996,"Idaho Falls District",Miscellaneous,1005.0,42.496,-112.508,ID
"EAST BUTTE",1997,"Idaho Falls District",Lightning,2218.0,43.4202,-112.6783,ID
I-15,1998,"Idaho Falls District","Equipment Use",2655.0,42.9999,-112.4075,ID
"TILDEN #2",1998,"Idaho Falls District",Lightning,22989.3,43.411,-112.6508,ID
"LONE PINE",1998,"Idaho Falls District",Lightning,3737.0,43.0132,-112.2308,ID
SPRING,1998,"Idaho Falls District",Lightning,3337.2,42.7849,-112.6058,ID
"EAGLE #2",1998,"Idaho Falls District",Lightning,12606.5,42.7132,-112.6842,ID
BUCKSKIN,1998,"Idaho Falls District","Equipment Use",9918.0,43.1149,-112.3091,ID
POCATELLO,1998,"Idaho Falls District","Equipment Use",8594.5,42.0991,-112.5441,ID
CEDARBUTTE,1999,"Idaho Falls District",Lightning,49364.0,43.3366,-112.8292,ID
"MULE BUTTE",1999,"Idaho Falls District",Lightning,132208.0,43.0774,-113.36,ID
"RAWHIDE 2",1999,"Idaho Falls District",Lightning,2226.0,43.0871,-112.3236,ID
"SQUAWCRK 2",1999,"Idaho Falls District",Lightning,1429.0,42.653,-112.6428,ID
GRANDVIEW,1999,"Idaho Falls District",Lightning,23006.5,43.088,-113.0242,ID
DRY,1999,"Idaho Falls District",Arson,2490.0,43.0613,-112.12,ID
WALKER,1999,"Idaho Falls District",Arson,1175.0,43.1149,-112.1125,ID
"BOUNDARY 1",1999,"Idaho Falls District","Debris Burning",1672.0,42.0674,-111.1135,ID
TEXAS,1999,"Salmon Field Office",Lightning,1942.0,44.6002,-113.302,ID
"GDG RD TWO",1992,"Shoshone Field Office",Arson,1103.0,42.9499,-114.5509,ID
LITTLECITY,1992,"Shoshone Field Office",Lightning,2720.0,43.1663,-114.6678,ID
BLACKRIDGE,1992,"Shoshone Field Office",Lightning,149250.0,43.0666,-113.9009,ID
RO,1992,"Shoshone Field Office",Lightning,25039.0,43.4499,-114.4175,ID
"GREAT RIFT",1992,"Shoshone Field Office",Lightning,9819.0,43.1332,-113.5842,ID
"POTTER BTE",1992,"Shoshone Field Office",Lightning,19225.0,43.2332,-113.5675,ID
"HOLLOW TOP",1992,"Shoshone Field Office",Lightning,1000.0,43.3163,-113.3575,ID
"POWELL CRK",1992,"Shoshone Field Office","Debris Burning",2079.0,43.4207,-114.787,ID
