feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Masters,2015,3,40,Male,No,2,0
Bachelors,2015,2,32,Female,No,0,1
Bachelors,2013,3,38,Male,No,1,0
Bachelors,2012,3,32,Female,No,1,1
Bachelors,2018,3,36,Male,No,3,1
Bachelors,2012,3,35,Male,No,1,0
Bachelors,2013,3,37,Female,No,0,0
Bachelors,2015,2,35,Male,No,3,1
Masters,2017,2,37,Female,No,1,0
Masters,2017,2,39,Male,No,4,0
Masters,2014,3,40,Male,No,4,1
Bachelors,2012,2,41,Female,No,1,1
Bachelors,2018,3,41,Male,Yes,0,1
Masters,2017,2,39,Female,No,2,0
Bachelors,2012,3,38,Female,No,5,0
Bachelors,2013,3,33,Male,No,3,0
Bachelors,2014,3,36,Female,No,3,0
Bachelors,2017,3,41,Male,No,5,0
PHD,2012,3,40,Female,No,5,0
Bachelors,2013,3,31,Female,No,4,1
Bachelors,2012,3,33,Female,No,1,0
Bachelors,2015,3,39,Male,Yes,2,0
Masters,2014,2,33,Female,No,5,0
Bachelors,2015,3,35,Male,No,0,0
Masters,2012,3,38,Male,No,2,0
Bachelors,2016,3,36,Female,No,0,0
Bachelors,2014,2,36,Female,No,2,1
Bachelors,2015,1,35,Male,No,5,0
Bachelors,2017,2,34,Female,No,5,1
Bachelors,2015,2,41,Female,No,3,1
Bachelors,2016,3,32,Female,No,3,1
Bachelors,2017,2,41,Female,No,2,1
Bachelors,2016,3,36,Male,No,0,0
Bachelors,2017,2,39,Male,No,3,0
Bachelors,2015,3,38,Male,Yes,2,0
Bachelors,2014,3,34,Male,No,3,1
Bachelors,2012,3,39,Female,No,5,0
Bachelors,2017,3,36,Male,No,1,0
Bachelors,2014,3,35,Male,No,1,0
Masters,2018,3,31,Male,No,2,1
Bachelors,2012,3,41,Female,No,4,0
Bachelors,2017,3,35,Female,No,4,0
Bachelors,2015,1,40,Male,No,2,0
Bachelors,2018,3,33,Female,No,4,1
Bachelors,2016,3,37,Female,No,0,0
PHD,2018,3,36,Female,No,3,1
Bachelors,2012,3,40,Male,No,0,0
Bachelors,2017,2,36,Male,No,0,0
Masters,2015,3,38,Female,No,0,0
Bachelors,2014,2,31,Female,No,4,1
Bachelors,2016,3,40,Male,No,4,0
Bachelors,2017,3,37,Female,No,4,0
Bachelors,2015,3,38,Female,No,0,0
Masters,2017,2,35,Female,No,2,0
PHD,2018,3,35,Female,No,0,1
Bachelors,2012,3,38,Female,No,3,0
Bachelors,2012,3,31,Female,No,5,0
Masters,2016,3,33,Female,No,1,0
Bachelors,2013,2,32,Female,No,1,1
Bachelors,2017,1,39,Male,No,0,0
Bachelors,2018,3,35,Female,No,2,1
Bachelors,2014,3,38,Female,No,5,0
Bachelors,2015,3,32,Male,No,0,0
Bachelors,2017,3,34,Female,No,2,0
Bachelors,2017,3,41,Male,No,1,0
Masters,2012,3,40,Female,No,5,0
Bachelors,2012,2,32,Male,No,1,1
Bachelors,2013,3,35,Male,No,0,0
PHD,2013,1,36,Female,No,3,0
Bachelors,2013,3,40,Female,No,4,0
Bachelors,2018,2,35,Female,No,2,1
Masters,2017,2,37,Female,No,4,0
Bachelors,2017,3,34,Male,No,3,0
Bachelors,2012,3,36,Male,No,1,0
Bachelors,2015,3,37,Male,No,4,0
Bachelors,2014,3,39,Male,No,5,0
Bachelors,2017,2,39,Female,No,0,0
Masters,2018,3,38,Male,No,2,1
Bachelors,2013,3,37,Female,No,1,0
Bachelors,2012,2,33,Female,No,0,1
PHD,2014,3,38,Female,No,3,0
Masters,2017,2,40,Female,No,2,1
Bachelors,2012,3,41,Male,No,5,0
Bachelors,2013,2,38,Female,No,1,1
Bachelors,2012,3,37,Male,No,4,0
Bachelors,2014,3,39,Male,No,5,1
Bachelors,2018,3,35,Male,No,1,1
Masters,2017,3,39,Female,No,5,1
Bachelors,2015,2,31,Female,No,1,1
Bachelors,2012,3,33,Male,No,2,0
Bachelors,2017,3,33,Male,No,2,0
Bachelors,2013,3,32,Male,No,2,0
Bachelors,2015,2,40,Female,No,4,1
Bachelors,2013,3,38,Female,No,4,0
Bachelors,2016,3,34,Male,Yes,2,0
Bachelors,2016,1,39,Male,No,2,0
Bachelors,2012,3,38,Male,No,2,0
Masters,2017,2,31,Female,No,2,1
Bachelors,2017,3,35,Female,No,5,0
Bachelors,2013,3,31,Male,No,2,0
Bachelors,2012,3,33,Male,No,1,0
Bachelors,2015,2,37,Female,No,3,1
Masters,2018,3,40,Female,No,2,1
Bachelors,2014,3,38,Male,No,0,0
Bachelors,2012,3,31,Male,Yes,5,0
PHD,2014,3,39,Male,No,1,0
Bachelors,2016,3,40,Male,No,0,0
Bachelors,2017,3,36,Female,No,0,1
Bachelors,2015,3,39,Female,No,3,1
Bachelors,2012,3,39,Male,No,0,0
Bachelors,2013,3,35,Female,No,0,0
Masters,2013,3,35,Male,No,2,0
Bachelors,2013,3,35,Male,No,5,0
Masters,2017,3,34,Female,No,4,0
Bachelors,2014,3,41,Male,No,4,0
Bachelors,2017,3,35,Male,No,5,0
Bachelors,2013,3,40,Male,No,1,0
Masters,2017,3,31,Male,No,3,1
Masters,2014,3,33,Male,No,3,0
Bachelors,2017,2,33,Female,No,2,1
Bachelors,2016,3,39,Female,No,5,0
Bachelors,2016,3,41,Male,No,1,1
Bachelors,2017,3,32,Male,No,5,0
Bachelors,2014,2,39,Female,No,5,1
Bachelors,2014,3,31,Male,No,1,0
Bachelors,2012,3,40,Male,No,3,0
Masters,2018,3,34,Male,No,2,1
Bachelors,2018,3,37,Male,No,4,1
Bachelors,2016,3,37,Female,No,0,0
Bachelors,2014,3,36,Female,No,3,0
Bachelors,2015,2,39,Female,No,0,1
Bachelors,2014,3,37,Male,No,1,0
Masters,2014,3,37,Male,No,2,0
Masters,2017,3,32,Male,No,2,0
Bachelors,2014,3,37,Male,No,3,0
Bachelors,2017,3,36,Female,No,3,0
Bachelors,2015,2,40,Female,No,2,1
Bachelors,2014,3,40,Male,No,0,0
Bachelors,2012,3,32,Male,No,3,0
Bachelors,2012,3,37,Male,No,3,1
Bachelors,2017,3,40,Female,No,1,1
Bachelors,2014,3,40,Male,No,5,0
Bachelors,2017,3,34,Female,Yes,0,0
Bachelors,2012,3,37,Male,No,3,0
Bachelors,2017,3,35,Male,No,3,0
Bachelors,2017,3,37,Female,No,2,0
Bachelors,2012,3,35,Female,No,2,0
Bachelors,2014,3,31,Male,No,0,1
Bachelors,2016,3,41,Male,No,4,0
Masters,2017,3,37,Female,No,3,0
Bachelors,2018,3,40,Male,No,0,1
Bachelors,2018,1,36,Male,Yes,1,0
PHD,2018,3,37,Female,No,2,1
Bachelors,2014,3,40,Female,No,0,0
Bachelors,2017,3,34,Male,No,3,0
Bachelors,2018,3,37,Male,No,5,1
Bachelors,2016,3,38,Male,No,0,0
Bachelors,2017,2,37,Male,No,2,1
Bachelors,2016,3,32,Male,No,1,1
Bachelors,2016,3,31,Male,No,3,0
Bachelors,2013,1,40,Male,No,2,0
Bachelors,2017,3,40,Female,No,4,0
Bachelors,2015,3,31,Male,No,1,0
Masters,2017,2,36,Male,No,2,0
Bachelors,2017,3,38,Male,Yes,2,0
Bachelors,2014,3,37,Female,No,5,1
Bachelors,2014,3,34,Female,No,2,1
Bachelors,2013,3,41,Male,Yes,2,1
Bachelors,2015,2,32,Female,No,3,1
Bachelors,2015,3,34,Male,No,5,0
PHD,2013,3,39,Male,No,2,1
Masters,2013,2,32,Male,No,2,1
Bachelors,2012,3,31,Female,No,3,0
PHD,2016,3,40,Male,No,1,0
Bachelors,2015,3,37,Female,No,0,0
Masters,2017,3,40,Female,No,0,0
Bachelors,2013,3,31,Male,No,1,0
Bachelors,2017,3,32,Male,No,2,0
Bachelors,2017,3,34,Female,Yes,1,0
Masters,2013,2,41,Male,No,2,1
Masters,2015,3,37,Male,No,2,0
Bachelors,2015,3,40,Female,No,1,0
Masters,2017,2,35,Male,No,2,0
Bachelors,2012,3,39,Male,No,3,0
Bachelors,2017,3,41,Male,No,4,0
Bachelors,2015,3,36,Male,No,4,0
Bachelors,2014,3,32,Male,No,5,0
Bachelors,2013,3,41,Male,No,2,0
Bachelors,2013,3,32,Male,No,0,0
Bachelors,2017,3,36,Male,No,2,0
Bachelors,2013,3,40,Male,No,4,0
Bachelors,2018,3,32,Male,Yes,1,1
Bachelors,2016,3,38,Male,No,1,0
Bachelors,2018,3,41,Male,No,4,1
Masters,2017,2,35,Male,No,3,1
Bachelors,2016,3,36,Female,No,1,0
Bachelors,2014,3,35,Female,No,4,0
Bachelors,2016,3,31,Male,No,2,0
PHD,2015,3,37,Male,No,2,0
Bachelors,2013,3,41,Female,No,4,0
Bachelors,2013,3,31,Male,No,0,0
Bachelors,2017,2,36,Male,No,2,0
Bachelors,2015,3,32,Male,No,1,0
Bachelors,2017,3,34,Male,No,0,0
Bachelors,2015,3,39,Female,No,0,0
Bachelors,2014,3,33,Male,No,1,1
Bachelors,2017,2,36,Male,No,3,0
Bachelors,2016,1,34,Male,Yes,2,1
Bachelors,2017,2,33,Male,No,1,0
Bachelors,2012,3,38,Female,No,4,1
Bachelors,2013,3,35,Male,No,3,1
Bachelors,2017,3,31,Male,No,1,0
Bachelors,2013,3,37,Male,No,2,0
Bachelors,2012,3,32,Female,No,2,1
Bachelors,2013,3,34,Male,Yes,5,0
PHD,2013,2,41,Male,No,2,1
Masters,2015,3,32,Male,No,0,1
Bachelors,2013,3,39,Male,No,2,0
Bachelors,2012,3,31,Male,Yes,0,1
Bachelors,2017,2,41,Male,No,1,0
Bachelors,2016,3,36,Male,No,2,0
Bachelors,2017,2,38,Female,No,5,1
Bachelors,2012,3,32,Male,No,5,0
Bachelors,2018,3,35,Female,No,3,1
Bachelors,2017,3,39,Male,No,2,0
Masters,2017,2,36,Male,Yes,2,0
Bachelors,2013,3,33,Male,No,4,0
Bachelors,2013,3,32,Male,Yes,5,0
Bachelors,2017,3,35,Male,No,1,1
Bachelors,2015,3,36,Male,No,1,0
Masters,2014,3,39,Male,No,4,0
Bachelors,2016,3,40,Male,No,0,1
Bachelors,2012,3,37,Male,No,3,0
Masters,2015,1,38,Female,No,0,0
Bachelors,2017,3,40,Male,No,1,0
Bachelors,2013,3,34,Female,No,2,0
Bachelors,2013,3,31,Male,Yes,4,0
Bachelors,2014,3,40,Female,No,3,1
Bachelors,2013,3,37,Male,No,2,0
Bachelors,2012,3,33,Male,No,3,0
Bachelors,2015,3,36,Male,Yes,4,0
Bachelors,2014,3,35,Female,No,4,0
Bachelors,2014,3,34,Male,No,5,0
Bachelors,2013,3,35,Male,No,0,1
Masters,2014,3,39,Male,No,2,0
Bachelors,2015,3,35,Female,No,1,1
Masters,2014,3,34,Male,No,5,0
Bachelors,2017,2,32,Female,No,2,1
Bachelors,2015,3,32,Female,No,2,0
Bachelors,2014,3,33,Male,No,5,1
Masters,2017,2,34,Male,No,2,1
Masters,2016,3,35,Female,No,1,1
Masters,2017,3,35,Male,Yes,2,0
Bachelors,2014,2,38,Female,No,3,1
Bachelors,2016,3,37,Male,No,0,0
Bachelors,2013,3,38,Female,No,4,0
Bachelors,2015,3,41,Male,No,0,0
Masters,2017,3,40,Male,No,4,1
Bachelors,2017,3,39,Female,No,3,0
Bachelors,2017,2,32,Male,No,2,0
Bachelors,2018,3,40,Male,Yes,4,1
Bachelors,2016,3,40,Male,No,0,0
Bachelors,2016,3,41,Female,No,1,1
Bachelors,2015,3,38,Male,Yes,4,0
Masters,2017,1,38,Male,No,0,1
Bachelors,2018,3,41,Female,No,2,1
Bachelors,2015,2,33,Female,No,4,1
Bachelors,2012,3,41,Male,Yes,0,0
Bachelors,2017,2,35,Female,No,5,0
Bachelors,2013,3,36,Male,No,5,0
Bachelors,2013,3,37,Male,No,1,0
Bachelors,2013,1,37,Female,No,1,0
Bachelors,2014,3,39,Male,No,5,0
Bachelors,2017,3,38,Female,No,2,0
Bachelors,2013,2,34,Female,No,1,1
Bachelors,2017,2,33,Female,No,4,1
Bachelors,2013,3,32,Female,No,1,0
Masters,2014,3,38,Female,No,4,1
Bachelors,2017,3,32,Male,No,5,0
Masters,2016,3,41,Male,No,5,1
Masters,2014,3,36,Female,No,2,0
Bachelors,2017,3,34,Female,No,2,1
Bachelors,2017,3,34,Male,Yes,0,0
Bachelors,2016,3,35,Male,No,4,0
Masters,2015,3,38,Male,No,1,0
Bachelors,2016,3,32,Male,Yes,5,0
Bachelors,2015,3,37,Female,No,2,1
Bachelors,2017,2,32,Female,No,2,1
Masters,2017,2,36,Male,No,3,0
Bachelors,2012,3,41,Male,No,3,0
Bachelors,2017,3,37,Female,No,5,0
Bachelors,2018,3,34,Female,No,3,1
Bachelors,2016,3,31,Male,No,0,1
Bachelors,2017,3,41,Male,No,1,0
Bachelors,2015,3,35,Female,No,3,0
Bachelors,2015,3,37,Female,No,5,0
Bachelors,2016,3,34,Male,No,4,0
Masters,2017,2,40,Female,Yes,2,0
Bachelors,2015,3,39,Male,No,5,1
Bachelors,2013,3,37,Male,No,2,0
Bachelors,2015,2,36,Female,Yes,1,1
Bachelors,2014,3,35,Female,No,2,0
Masters,2013,3,37,Female,No,3,1
Bachelors,2013,3,41,Female,No,1,0
Masters,2017,2,40,Male,No,2,0
Bachelors,2016,3,37,Male,No,2,0
Masters,2013,3,40,Female,No,2,1
Bachelors,2015,3,39,Male,No,5,0
Masters,2015,2,33,Female,No,4,0
Bachelors,2012,3,36,Male,No,1,1
Bachelors,2012,3,36,Male,No,5,0
Bachelors,2015,3,38,Male,No,3,0
Bachelors,2017,2,37,Female,No,5,0
Masters,2017,3,34,Female,No,2,0
Bachelors,2013,3,31,Male,No,2,1
Bachelors,2013,3,38,Male,No,5,0
Bachelors,2017,3,36,Male,No,3,0
Bachelors,2012,3,40,Male,No,1,0
Bachelors,2017,3,41,Male,No,5,1
Bachelors,2015,3,31,Female,No,4,0
Bachelors,2017,3,41,Male,No,2,0
Bachelors,2015,3,31,Female,No,3,0
Bachelors,2017,3,31,Female,No,0,1
Bachelors,2017,2,37,Male,No,0,0
Bachelors,2012,3,39,Male,No,0,0
Bachelors,2014,3,38,Male,No,3,0
Bachelors,2013,3,40,Female,No,2,1
Bachelors,2013,3,36,Male,No,1,0
Bachelors,2016,3,41,Male,No,3,0
Bachelors,2018,3,32,Female,No,2,1
Masters,2018,3,40,Female,No,3,1
Bachelors,2012,3,39,Female,No,2,0
Bachelors,2014,3,33,Male,No,3,0
Bachelors,2012,3,32,Male,No,4,0
Bachelors,2018,3,41,Male,No,5,1
Bachelors,2016,3,36,Male,No,2,0
Bachelors,2016,3,31,Male,No,0,0
Bachelors,2014,3,37,Male,No,4,0
Bachelors,2014,3,33,Male,No,5,1
Masters,2018,3,31,Male,No,2,1
Bachelors,2017,3,35,Female,No,5,0
Bachelors,2015,1,32,Female,No,5,1
Masters,2017,3,41,Female,No,2,0
Masters,2017,2,36,Female,No,1,0
Masters,2017,3,35,Male,No,1,0
Masters,2017,3,35,Male,No,1,1
Bachelors,2015,3,33,Male,No,1,0
Bachelors,2014,3,38,Female,No,4,0
Bachelors,2015,2,33,Female,No,3,1
Masters,2018,3,31,Female,Yes,2,1
PHD,2015,3,31,Male,No,3,0
Bachelors,2013,3,37,Male,No,5,0
Bachelors,2014,3,32,Male,No,1,0
Bachelors,2017,3,33,Male,No,3,0
Bachelors,2014,3,37,Male,No,5,0
Bachelors,2012,3,32,Male,No,3,0
Bachelors,2015,3,40,Female,Yes,2,1
Bachelors,2014,1,40,Female,No,1,1
Masters,2013,2,32,Male,No,2,1
Masters,2017,2,39,Female,No,2,1
PHD,2016,3,41,Male,No,1,0
PHD,2014,3,32,Female,No,0,0
Bachelors,2017,3,38,Male,No,0,1
Masters,2017,2,31,Female,Yes,2,0
Bachelors,2018,3,38,Male,Yes,3,1
Bachelors,2016,3,32,Male,No,4,0
Bachelors,2017,2,35,Female,No,5,1
Bachelors,2013,3,34,Male,No,5,0
Bachelors,2018,3,38,Male,Yes,1,1
Bachelors,2014,1,36,Female,No,1,1
Bachelors,2015,3,34,Female,Yes,2,0
Masters,2015,3,39,Female,No,2,0
Masters,2017,1,40,Female,No,0,0
Bachelors,2016,3,38,Male,Yes,1,0
Bachelors,2015,3,35,Male,No,3,0
Bachelors,2014,2,31,Male,No,3,1
Bachelors,2017,3,41,Male,No,2,0
Bachelors,2017,3,35,Female,No,3,0
Bachelors,2018,3,33,Male,No,5,1
Bachelors,2017,2,33,Male,No,5,0
Bachelors,2016,3,31,Female,Yes,4,0
Masters,2013,3,35,Male,No,4,0
Bachelors,2016,3,37,Female,No,1,0
Bachelors,2015,3,31,Male,No,5,0
Bachelors,2012,3,35,Male,No,1,1
Bachelors,2014,3,32,Male,No,3,0
Bachelors,2015,3,32,Female,No,0,0
Bachelors,2017,3,40,Female,No,5,0
Bachelors,2012,3,34,Male,No,5,0
Bachelors,2014,3,37,Male,No,4,0
PHD,2015,3,40,Male,No,3,0
Masters,2017,2,34,Female,No,2,1
Bachelors,2015,2,32,Female,No,3,1
Bachelors,2013,3,33,Male,No,1,0
Bachelors,2015,3,38,Male,No,3,1
Masters,2017,2,41,Male,No,3,1
Masters,2017,1,36,Female,No,0,0
Bachelors,2016,3,33,Male,No,1,0
Bachelors,2014,3,31,Male,No,5,0
Bachelors,2013,2,34,Female,No,3,1
Bachelors,2017,3,31,Male,No,1,0
Bachelors,2016,2,36,Female,No,4,1
Bachelors,2013,3,38,Male,No,5,0
Bachelors,2015,2,39,Female,Yes,1,1
Bachelors,2014,3,31,Male,No,3,0
Bachelors,2015,3,40,Male,No,3,1
Bachelors,2013,3,39,Male,No,0,0
Bachelors,2015,3,32,Female,No,4,0
Bachelors,2014,3,34,Male,No,1,0
Masters,2015,3,38,Male,No,1,0
Bachelors,2014,1,39,Male,No,2,0
Bachelors,2014,3,39,Male,No,5,0
Bachelors,2016,3,33,Male,No,1,0
Bachelors,2018,2,34,Female,No,4,1
Bachelors,2017,3,38,Male,Yes,1,0
Masters,2017,2,33,Male,No,2,0
Bachelors,2014,3,41,Male,No,5,0
Masters,2017,1,39,Male,No,0,0
Masters,2013,3,39,Male,No,2,0
Bachelors,2014,3,41,Male,No,5,0
Bachelors,2012,3,40,Male,No,4,0
Bachelors,2014,3,36,Male,No,0,0
Bachelors,2015,3,34,Male,No,0,0
Bachelors,2013,3,32,Male,No,5,1
Bachelors,2015,3,31,Male,No,4,0
Bachelors,2012,3,36,Male,Yes,0,0
Masters,2017,2,35,Male,No,1,1
Bachelors,2017,3,32,Male,No,2,0
Bachelors,2017,3,33,Male,Yes,5,0
Bachelors,2016,3,34,Male,No,2,0
Bachelors,2017,3,39,Male,No,3,0
Bachelors,2018,3,38,Male,No,0,1
Bachelors,2012,2,35,Female,No,1,1
Bachelors,2015,2,40,Female,Yes,5,1
Bachelors,2017,3,41,Male,No,3,0
Bachelors,2016,1,33,Female,Yes,3,0
Masters,2017,1,40,Male,No,0,0
Bachelors,2018,3,33,Female,No,3,1
Bachelors,2015,3,38,Male,No,1,1
Masters,2017,2,32,Male,No,2,0
Bachelors,2014,3,32,Male,Yes,2,0
Bachelors,2015,3,32,Female,No,2,0
Bachelors,2016,2,37,Female,No,2,1
Bachelors,2015,3,40,Male,No,5,0
Bachelors,2016,3,38,Male,No,1,0
PHD,2018,3,33,Female,No,4,1
Masters,2017,2,40,Male,No,4,0
Masters,2017,2,35,Male,No,2,0
Bachelors,2016,3,33,Male,No,3,0
Bachelors,2017,3,37,Male,No,4,0
Bachelors,2013,3,38,Male,No,0,0
Bachelors,2018,3,32,Male,No,2,1
Bachelors,2017,3,40,Female,No,2,0
Bachelors,2015,3,33,Female,No,2,0
Bachelors,2016,3,38,Male,No,2,1
Bachelors,2013,3,34,Male,No,5,0
Bachelors,2017,3,38,Female,No,4,0
Bachelors,2018,2,31,Female,No,3,1
Bachelors,2014,3,32,Female,No,4,0
Bachelors,2013,3,35,Male,Yes,1,0
Bachelors,2014,3,35,Male,No,0,1
Bachelors,2012,3,33,Female,No,4,0
Bachelors,2012,3,41,Female,No,0,0
Bachelors,2015,1,31,Female,No,3,1
Bachelors,2016,3,34,Male,No,3,0
Masters,2017,2,40,Female,No,2,0
Masters,2016,3,32,Male,No,1,1
Bachelors,2012,3,36,Male,No,5,0
Bachelors,2014,2,40,Female,No,3,1
Bachelors,2012,3,31,Male,No,3,0
Bachelors,2014,1,34,Female,No,5,0
Masters,2013,3,41,Female,Yes,2,1
Masters,2017,2,32,Male,No,2,0
Bachelors,2016,3,41,Male,No,2,0
Masters,2014,3,33,Male,No,3,0
Bachelors,2013,3,33,Female,No,0,1
Bachelors,2013,3,39,Female,No,2,0
Masters,2018,3,40,Male,No,2,1
Bachelors,2017,3,34,Male,No,3,0
Bachelors,2016,3,41,Male,Yes,5,0
Bachelors,2015,3,37,Male,No,5,1
Masters,2017,3,32,Female,No,4,1
Bachelors,2017,3,41,Male,No,3,0
Bachelors,2018,3,34,Female,Yes,2,1
Masters,2017,3,38,Male,No,5,1
Bachelors,2017,3,40,Female,No,3,0
Masters,2017,3,35,Male,No,2,0
Bachelors,2015,3,31,Male,No,1,0
Bachelors,2016,3,39,Male,No,4,0
Bachelors,2018,3,39,Male,No,1,1
Bachelors,2018,3,32,Male,No,3,1
Bachelors,2015,3,38,Male,No,5,0
Bachelors,2015,3,35,Male,No,3,0
Bachelors,2013,1,38,Male,No,4,0
Bachelors,2012,3,32,Male,No,1,1
Bachelors,2014,2,37,Female,No,5,1
Bachelors,2015,3,35,Male,No,0,0
Bachelors,2017,3,41,Female,No,4,1
Masters,2015,3,36,Male,No,0,0
Bachelors,2017,3,35,Male,No,2,0
Masters,2017,2,36,Male,No,2,1
Masters,2017,1,34,Male,No,1,0
Bachelors,2015,3,36,Male,No,3,0
Bachelors,2017,2,33,Male,No,3,0
Masters,2018,3,38,Male,No,2,1
PHD,2013,3,35,Female,Yes,3,1
Bachelors,2015,2,37,Female,No,3,1
Bachelors,2017,3,31,Male,No,0,0
Bachelors,2017,2,40,Female,No,2,1
Bachelors,2015,3,32,Female,No,3,1
Bachelors,2015,3,35,Male,Yes,2,0
Bachelors,2012,3,38,Male,Yes,0,0
Bachelors,2015,2,36,Female,No,0,1
Masters,2015,3,36,Male,No,3,0
Masters,2014,3,32,Female,No,5,0
Bachelors,2018,2,37,Female,No,0,1
Bachelors,2018,3,35,Female,No,0,1
Bachelors,2015,1,36,Female,No,4,1
Bachelors,2015,2,34,Female,No,5,1
Masters,2017,2,35,Female,No,0,0
Masters,2017,2,38,Female,No,5,0
Bachelors,2015,2,39,Female,No,5,1
Bachelors,2012,2,32,Female,No,5,1
Bachelors,2015,3,39,Male,No,2,0
Bachelors,2015,3,39,Male,No,2,1
Masters,2017,2,37,Male,No,2,0
Bachelors,2015,3,32,Female,No,5,0
Bachelors,2017,2,38,Male,No,0,0
Bachelors,2012,2,36,Female,No,5,1
Masters,2016,1,37,Male,No,2,1
Bachelors,2017,3,32,Male,No,4,0
Masters,2017,3,37,Male,No,2,0
Bachelors,2016,3,33,Male,No,2,0
Bachelors,2016,3,39,Male,No,4,0
Bachelors,2012,3,35,Male,No,1,1
Masters,2015,3,39,Male,No,5,0
Bachelors,2015,3,34,Male,No,0,0
Masters,2017,2,33,Male,No,4,0
Bachelors,2012,3,33,Male,No,1,0
Bachelors,2015,3,31,Male,No,0,0
PHD,2016,3,31,Female,No,4,0
Bachelors,2015,3,37,Female,No,4,0
Bachelors,2012,3,33,Male,No,0,0
Bachelors,2017,3,31,Male,No,0,0
Bachelors,2017,3,41,Female,No,2,0
Masters,2017,2,39,Male,No,2,0
Masters,2013,3,32,Male,No,2,0
Bachelors,2016,3,37,Male,No,3,0
Bachelors,2014,3,37,Male,No,1,0
Bachelors,2017,2,34,Female,No,3,1
Bachelors,2017,2,31,Male,No,2,0
Bachelors,2014,2,34,Female,Yes,1,1
Bachelors,2012,3,38,Female,No,5,0
Bachelors,2013,3,37,Female,No,1,0
Bachelors,2015,1,34,Female,No,3,1
Bachelors,2015,3,33,Male,No,2,0
Bachelors,2016,3,37,Male,No,4,0
Bachelors,2016,3,41,Male,No,4,0
Bachelors,2012,1,38,Female,No,1,0
Bachelors,2016,3,40,Male,No,5,0
Bachelors,2017,3,33,Female,No,1,1
Bachelors,2016,3,33,Male,No,1,0
Masters,2013,3,37,Male,Yes,2,0
Bachelors,2017,2,36,Female,No,2,0
Bachelors,2012,3,36,Female,No,5,0
Bachelors,2015,3,41,Male,No,1,0
Masters,2014,3,40,Male,No,5,0
Bachelors,2016,3,36,Female,No,0,0
Masters,2017,2,41,Male,Yes,2,1
Bachelors,2015,3,33,Male,No,5,0
Masters,2017,2,37,Female,No,2,0
Bachelors,2017,2,33,Male,No,0,0
Bachelors,2014,3,40,Female,No,4,0
Masters,2018,3,36,Male,No,2,1
Bachelors,2018,3,40,Male,Yes,3,1
Masters,2018,3,40,Male,No,2,1
Bachelors,2014,3,34,Male,No,3,0
Bachelors,2012,3,39,Male,No,5,0
Bachelors,2017,2,33,Male,No,1,1
Bachelors,2016,3,37,Male,No,2,0
Bachelors,2012,3,40,Male,No,3,0
Bachelors,2018,3,38,Male,No,1,1
Bachelors,2016,3,40,Male,Yes,1,0
Bachelors,2014,3,38,Female,No,0,0
Bachelors,2016,3,34,Male,Yes,1,0
Masters,2016,3,37,Female,No,3,1
Bachelors,2015,3,40,Male,No,5,0
Bachelors,2015,3,40,Female,No,1,0
Masters,2016,3,37,Male,No,2,1
Bachelors,2016,2,37,Female,No,3,1
Bachelors,2013,3,32,Male,No,1,0
Masters,2017,1,35,Male,No,5,0
Bachelors,2016,1,38,Male,No,3,0
Bachelors,2017,3,34,Female,No,1,0
Bachelors,2014,3,32,Male,No,2,1
Bachelors,2013,3,37,Male,No,5,0
Bachelors,2017,2,37,Male,No,4,0
Bachelors,2014,3,35,Male,No,2,0
Bachelors,2016,3,40,Male,No,0,0
Bachelors,2012,3,40,Male,Yes,2,0
Bachelors,2015,3,39,Female,No,3,1
Masters,2013,3,41,Female,No,2,0
Bachelors,2015,3,34,Female,No,4,0
Bachelors,2012,3,34,Female,No,4,0
Bachelors,2013,2,36,Male,No,2,1
Masters,2016,3,39,Female,No,1,0
Bachelors,2014,3,41,Male,No,5,0
Bachelors,2015,3,40,Male,No,0,0
Bachelors,2017,3,34,Female,No,5,0
Bachelors,2013,3,31,Male,No,2,0
Bachelors,2012,3,40,Male,No,3,0
Bachelors,2013,3,32,Male,No,5,0
Bachelors,2018,3,38,Male,No,3,1
Bachelors,2016,3,40,Male,No,3,0
PHD,2013,3,41,Male,No,4,0
Bachelors,2014,3,36,Female,No,0,0
Bachelors,2015,2,33,Female,Yes,3,1
Bachelors,2016,3,37,Male,No,3,0
Bachelors,2015,3,38,Male,No,4,0
Bachelors,2017,3,32,Male,No,4,0
Bachelors,2017,3,33,Male,No,1,0
Bachelors,2015,3,38,Male,No,5,0
Bachelors,2015,3,40,Female,No,5,1
Bachelors,2014,3,35,Male,Yes,0,0
Masters,2016,3,37,Female,No,5,0
Bachelors,2016,3,37,Male,Yes,2,0
Bachelors,2015,3,36,Male,No,2,0
Bachelors,2017,3,33,Female,No,4,1
Bachelors,2014,2,36,Female,No,3,1
Bachelors,2016,3,32,Male,No,3,0
Bachelors,2017,3,35,Female,No,1,1
Bachelors,2014,2,34,Female,No,2,1
Masters,2017,2,40,Male,No,5,0
Bachelors,2016,3,37,Female,No,4,0
Bachelors,2015,1,36,Male,No,1,0
Bachelors,2012,3,41,Female,No,1,0
Bachelors,2016,3,36,Male,No,0,0
Bachelors,2017,3,31,Female,No,2,0
Bachelors,2017,3,31,Male,No,3,0
Bachelors,2014,3,33,Male,No,2,0
Bachelors,2017,3,35,Male,Yes,0,0
